rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
10224,Carnegie Mellon University (CMU),CS,MS,F13,Accepted,E-mail,3-Nov-13,1362974400,3.9,163,170,4.5,TRUE,,International,16-03-2013,1363406400,
10226,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,3.3,150,168,3.5,TRUE,,International,16-03-2013,1363406400,
10229,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,4,160,168,5,TRUE,,International,16-03-2013,1363406400,No publications. IIT intern and recommended by the professor too.
10232,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,3.8,160,164,4,TRUE,,International,16-03-2013,1363406400,:'(
10234,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,3.44,154,158,3.5,TRUE,,International,16-03-2013,1363406400,
10236,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,3.52,155,169,3.5,TRUE,,International,16-03-2013,1363406400,This program is too hard for me to get in.
10253,North Carolina State University (NCSU),ECE,PhD,F13,Accepted,Website,15-03-2013,1363320000,3.7,152,168,3.5,TRUE,,International,16-03-2013,1363406400,No funding information.
10255,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.6,165,165,5.5,TRUE,,International,16-03-2013,1363406400,
10257,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.6,165,165,5.5,TRUE,,International,16-03-2013,1363406400,
10261,"University Of Illinois, Urbana-Champaign (UIUC)",CS,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.76,150,170,3,TRUE,,International,15-03-2013,1363320000,Expected. POI is not accepting student this year. 4 IEEE publications.
10268,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.89,165,168,5.5,TRUE,,International,15-03-2013,1363320000,
10269,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,16-03-2013,1363406400,3.89,165,168,5.5,TRUE,,International,15-03-2013,1363320000,MC CS
10271,"University Of Illinois, Urbana-Champaign (UIUC)",CS,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.6,155,156,,TRUE,,American,15-03-2013,1363320000,"My first letter so far. Hope I get better news soon.



I have research experience, of course not enough for these pros :)"
10272,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.79,150,168,3,TRUE,,International with US Degree,15-03-2013,1363320000,
10273,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.84,160,165,3,TRUE,,International,15-03-2013,1363320000,"MCS reject. Department topper, 4 years work ex."
10274,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.81,169,170,5,TRUE,,American,15-03-2013,1363320000,
10276,"University Of Illinois, Urbana-Champaign (UIUC)",CS,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.92,153,161,4.5,TRUE,,International,15-03-2013,1363320000,6 papers (unrelated); 7 years work experience
10285,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,3.84,157,167,4.5,TRUE,,International,15-03-2013,1363320000,
10288,Georgia Institute Of Technology (GTech),CS,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.91,162,163,4,TRUE,,American,15-03-2013,1363320000,"Received email saying to check the site after 8PM for my decision. At the bottom of the ApplyWeb site is a ""Decision"" section. Two ugrad research projects, no papers, internship as Software Engineer."
10293,Columbia University,CS,MS,F13,Rejected,E-mail,3-Dec-13,1363060800,3.44,154,158,3.5,TRUE,,International,15-03-2013,1363320000,3rd Reject...reeeeeeeeeally nervous
10294,Pennsylvania State University (Penn State),CS,MS,F13,Rejected,E-mail,3-Aug-13,1362718800,3.44,154,158,3.5,TRUE,,International,15-03-2013,1363320000,
10295,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.8,159,168,4,TRUE,,International,15-03-2013,1363320000,Sad :(
10296,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.6,152,165,3,TRUE,,International,15-03-2013,1363320000,We regret to inform you that on the basis of the recommendation of the Graduate Admissions Committee we are not able to offer you admission to our graduate program.
10305,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.4,159,165,3.5,TRUE,,International,15-03-2013,1363320000,
10308,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,PhD,F13,Rejected,E-mail,15-03-2013,1363320000,3.94,166,154,4,TRUE,,International,15-03-2013,1363320000,"Well, I guess I wasn't good enough"
10310,SUNY Stony Brook,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.51,154,166,5.5,TRUE,,International,15-03-2013,1363320000,Fellowship + Taship + RAship (optional).
10320,University Of Alberta,CS,MS,F13,Accepted,E-mail,15-03-2013,1363320000,3.8,159,170,4,TRUE,,International,15-03-2013,1363320000,
10321,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Rejected,E-mail,14-03-2013,1363233600,3.97,170,164,5.5,TRUE,,American,15-03-2013,1363320000,"Informed that all initial Master's applicants have been accepted. GRE:V170 Q164 GPA:3.97/4. 4 years relevant experience. Several NASA publications.  Not sure what they were looking for, but I wasn't it. Congrats to those accepted."
10324,University Of Alberta,CS,MS,F13,Accepted,E-mail,15-03-2013,1363320000,3.7,152,170,4,TRUE,,International,15-03-2013,1363320000,TA
10325,Pennsylvania State University (Penn State),CS,MS,F13,Rejected,E-mail,15-03-2013,1363320000,4,165,166,5,TRUE,,International,15-03-2013,1363320000,No idea why.
10331,California Institute Of Technology (Caltech),CS,PhD,F13,Rejected,E-mail,14-03-2013,1363233600,3.97,157,170,3.5,TRUE,,International with US Degree,14-03-2013,1363233600,
10332,University Of Virginia (UVA),CS,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.7,157,170,3.5,TRUE,,International with US Degree,14-03-2013,1363233600,
10335,Georgetown University,CS,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.87,153,164,3.5,TRUE,,International,14-03-2013,1363233600,$10K merit based financial aid for 1 year.
10343,California Institute Of Technology (Caltech),CS,MS,F13,Rejected,E-mail,14-03-2013,1363233600,3.8,157,169,4,TRUE,,International,14-03-2013,1363233600,Expected.
10345,North Caroline State University (NCSU),CS,MS,F13,Accepted,Website,3-Dec-13,1363060800,3.2,157,165,3.5,TRUE,,International,14-03-2013,1363233600,"Highly moderate for my profile. Not sure whether I would be joining the university

due to its high cost"
10347,"Texas A&M University, College Station (TAMU)",CS,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.55,151,165,,TRUE,,American,14-03-2013,1363233600,"Dual BS in Electrical and Computer, 2 REUs, 1 internship, 2 years work experience in defense industry, interested in embedded software"
10348,University Of Arizona,ECE,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.88,142,169,3,TRUE,,International,14-03-2013,1363233600,
10350,Northeastern University,ECE,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.02,147,163,4,TRUE,,International,14-03-2013,1363233600,MSc GPA 3.6
10352,Carnegie Mellon University (CMU),CS,MS,F13,Rejected,E-mail,14-03-2013,1363233600,3.72,152,165,3,TRUE,,International,14-03-2013,1363233600,"Very Large Information Systems (MSIT-VLIS) Program 

SO sad!"
10353,Carnegie Mellon University (CMU),CS,MS,F13,Rejected,E-mail,14-03-2013,1363233600,3.72,165,152,3,TRUE,,International,14-03-2013,1363233600,So sad!!!
10354,Carnegie Mellon University (CMU),ECE,PhD,F13,Accepted,E-mail,14-03-2013,1363233600,3.56,151,169,4,TRUE,,International,14-03-2013,1363233600,Got an email from the professor that I have been admitted.
10357,Carnegie Mellon University (CMU),CS,MS,F13,Rejected,Website,14-03-2013,1363233600,3.8,144,163,3,TRUE,,International,14-03-2013,1363233600,INI
10358,"University Of Illinois, Chicago (UIC)",ECE,PhD,F13,Accepted,E-mail,14-03-2013,1363233600,3.83,157,164,4.5,TRUE,,International,14-03-2013,1363233600,Unofficial acceptance from department chair. Zero publications (at the time of acceptance) but some research experience. No news on funding yet
10359,Pennsylvania State University (Penn State),CS,MS,F13,Rejected,E-mail,13-03-2013,1363147200,3.6,146,166,3,TRUE,,International,14-03-2013,1363233600,
10360,"University Of California, Irvine (UCI)",CS,MS,F13,Accepted,Website,14-03-2013,1363233600,3.6,146,166,3,TRUE,,International,14-03-2013,1363233600,Go check your status on the website. Surprise!!
10361,"Texas A&M University, College Station (TAMU)",CS,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.6,146,166,3,TRUE,,International,14-03-2013,1363233600,
10371,"Texas A&M University, College Station (TAMU)",CS,MS,F13,Accepted,E-mail,14-03-2013,1363233600,3.2,166,152,3.5,TRUE,,International,14-03-2013,1363233600,
10372,University Of Chicago (UChicago),CS,PhD,F13,Rejected,Website,14-03-2013,1363233600,3.85,161,169,4.5,TRUE,,American,14-03-2013,1363233600,"MIT Undergraduate, GPA is on a 4.0 scale."
10375,Duke University,CS,PhD,F13,Accepted,Website,14-03-2013,1363233600,3.6,169,154,3.5,TRUE,,International,14-03-2013,1363233600,checked it on the website.
10385,University Of Iowa,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.08,149,167,4,TRUE,,International,13-03-2013,1363147200,"Stipend of $17,682 per year. From Iran."
10386,Ohio State University (OSU),CS,PhD,F13,Accepted,E-mail,3-Dec-13,1363060800,3.5,146,167,3.5,TRUE,,International,13-03-2013,1363147200,
10387,University Of Pittsburgh,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.3,150,162,3,TRUE,,International,13-03-2013,1363147200,
10388,SUNY Stony Brook,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.3,150,163,3,TRUE,,International,13-03-2013,1363147200,
10389,Virginia Tech,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3,142,163,3,TRUE,,International,13-03-2013,1363147200,"First offer, 5 more to go...From Iran

So excited...got the TAship with 1722$ fund per month.

1 conference paper, 2 submitted paper in a well-known conference,

1.5 years working experience on a prestigious research center.

Wish the best for all applicants."
10390,"Texas A&M University, College Station (TAMU)",CS,MS,F13,Accepted,E-mail,13-03-2013,1363147200,3.5,149,170,3.5,TRUE,,International,13-03-2013,1363147200,"my 2nd admit after NCSU, but still feels good! Undergrad from NIT, Warangal. 10th in Class."
10393,"Texas A&M University, College Station (TAMU)",CS,MS,F13,Accepted,E-mail,13-03-2013,1363147200,3.84,160,165,3,TRUE,,International,13-03-2013,1363147200,"Thapar University, Patiala, India. Department Rank-1"
10400,McGill Unviversity,CS,MS,F13,Accepted,E-mail,3-Dec-13,1363060800,3.7,154,163,4.5,TRUE,,International,13-03-2013,1363147200,got two IEEE papers; but still they didn't select me for direct PhD! :P No news about funding either!
10402,SUNY Stony Brook,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.77,154,163,,TRUE,,International with US Degree,13-03-2013,1363147200,Finally... HELL YA!!!
10403,SUNY Stony Brook,CS,PhD,F13,Accepted,E-mail,13-03-2013,1363147200,3.7,150,162,3.5,TRUE,,International,13-03-2013,1363147200,TA + RA + Fellowship*2 + Tuition
10405,Virginia Tech,ECE,PhD,F13,Accepted,E-mail,13-02-2013,1360731600,3.8,153,161,4.5,TRUE,,American,13-03-2013,1363147200,
10412,Harvard University,CS,MS,F13,Rejected,Postal Service,3-Dec-13,1363060800,3.6,165,165,5.5,TRUE,,International,12/3/13,1363060800,Posted on 8th March via Airmail.
10415,George Mason University (GMU),CS,PhD,F13,Accepted,E-mail,3-Dec-13,1363060800,2.99,151,169,3.5,TRUE,820,International,12/3/13,1363060800,M.Sc. GPA 4.
10417,"University Of California, Irvine (UCI)",CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,3,161,166,4,TRUE,,International,12/3/13,1363060800,"Just got the official accept, had earlier gotten one from my professor of interest, congratulating me."
10423,"University Of California, Riverside (UCR)",CS,PhD,F13,Rejected,E-mail,3-Dec-13,1363060800,3.73,152,170,4,TRUE,,International,12/3/13,1363060800,
10424,University Of Iowa,CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,3.36,157,167,4,TRUE,,International with US Degree,12/3/13,1363060800,Internal refer. One faculty member contacted by myself. No interview given.
10426,Cornell University,ECE,PhD,F13,Rejected,Website,3-Sep-13,1362805200,3.81,155,169,3.5,TRUE,,International,12/3/13,1363060800,Rejected due to low TOEFL scores.
10428,Oregon State University,CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,2.86,149,162,3.5,TRUE,,International,12/3/13,1363060800,GA offer $1750 - received email after an interview with POI-Toefl score: 105 - MS GPA: 3.88
10430,Tufts University,CS,MS,F13,Accepted,Website,3-Dec-13,1363060800,3.87,153,164,3.5,TRUE,,International,12/3/13,1363060800,
10431,Duke University,ECE,PhD,F13,Accepted,E-mail,3-Dec-13,1363060800,3.85,157,168,4,TRUE,,International,12/3/13,1363060800,maybe a RA~still wait for Cornell~
10437,"University Of Colorado, Boulder",ECE,MS,F13,Accepted,E-mail,3-Nov-13,1362974400,3.8,152,161,4,TRUE,,International,12/3/13,1363060800,
10438,Clemson University,CS,MS,F13,Accepted,E-mail,3-Dec-13,1363060800,3.7,159,166,3.5,TRUE,,International,12/3/13,1363060800,Email to check decision page.
10442,Max Planck Institute For Informatics,CS,PhD,F13,Accepted,E-mail,28-02-2013,1362027600,3.4,154,165,3,TRUE,,International,12/3/13,1363060800,first offer
10444,Arizona State University (ASU),CS,MS,F13,Accepted,E-mail,3-Dec-13,1363060800,3.3,154,159,3.5,TRUE,,International,12/3/13,1363060800,Elated...:):) but will wait for a better university......
10446,"University Of California, Irvine (UCI)",CS,PhD,F13,Accepted,Website,3-Dec-13,1363060800,3.4,155,168,4,TRUE,,International,12/3/13,1363060800,Dean's fellowship for 4 years!
10449,"University Of California, Riverside (UCR)",CS,PhD,F13,Rejected,E-mail,3-Dec-13,1363060800,3.46,163,149,3,TRUE,,International,12/3/13,1363060800,six more to come :(
10450,Princeton University,CS,MS,F13,Rejected,E-mail,18-02-2013,1361163600,3.81,169,170,5,TRUE,,American,12/3/13,1363060800,
10451,"University Of Maryland, College Park (UMD)",CS,MS,F13,Rejected,Website,3-Sep-13,1362805200,3.81,169,170,5,TRUE,,American,12/3/13,1363060800,
10452,Carnegie Mellon University (CMU),CS,MS,F13,Accepted,E-mail,2-Nov-13,1360558800,3.81,169,170,5,TRUE,,American,12/3/13,1363060800,
10460,Ohio State University (OSU),CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,3.57,149,167,3.5,TRUE,,International,11/3/13,1362974400,Undergraduate student at University of Tehran.
10464,Lehigh University,CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,3.08,163,158,4,TRUE,,American,11/3/13,1362974400,"4 years research experience, 1 IEEE paper, all from small LAC. Offer from POI with 1st year fellowship and TAship."
10467,University Of Iowa,CS,PhD,F13,Accepted,E-mail,3-Nov-13,1362974400,3.89,147,163,3,TRUE,,International,11/3/13,1362974400,With 50% TA ship of $17682/year. 2nd Admission after Drexel.
10468,"University Of Illinois, Urbana-Champaign (UIUC)",ECE,MS,F13,Accepted,E-mail,3-Aug-13,1362718800,3.4,155,163,,TRUE,,American,11/3/13,1362974400,1/2 RAship
10469,Georgia Institute Of Technology (GTech),HCI,MS,F13,Accepted,E-mail,26-02-2013,1361854800,3.75,152,169,4,TRUE,,International,11/3/13,1362974400,
10471,Georgia Institute Of Technology (GTech),ECE,MS,F13,Accepted,Other,19-02-2013,1361250000,3.29,154,162,4,TRUE,,International,11/3/13,1362974400,Fulbright Scholarship
10473,Baylor University,CS,MS,F13,Accepted,E-mail,3-Aug-13,1362718800,3.65,157,155,3.5,TRUE,,American,11/3/13,1362974400,"full tuition, stipend $15,600 per year"
10475,North Caroline State University (NCSU),CS,MS,F13,Accepted,E-mail,19-02-2013,1361250000,3.9,163,165,4,TRUE,,International,11/3/13,1362974400,
10476,Duke University,ECE,MS,F13,Rejected,Website,3-Nov-13,1362974400,3.65,168,152,3.5,TRUE,,International,11/3/13,1362974400,
10478,"University Of Texas, Arlington",CS,MS,F13,Accepted,Postal Service,21-02-2013,1361422800,3.63,143,165,2.5,TRUE,,International,11/3/13,1362974400,applied for Ph.D. but got admission for MS. no hearing of fund. without funding I am not going there.
10486,Yale University,CS,MS,F13,Rejected,E-mail,3-Jun-13,1362546000,3,146,152,3,TRUE,,International with US Degree,10/3/13,1362891600,
10487,SUNY Buffalo,CS,PhD,F13,Accepted,E-mail,3-Jun-13,1362546000,3.84,152,169,3,TRUE,,International,10/3/13,1362891600,with TA position
10490,Brown University,CS,MS,F13,Accepted,E-mail,3-Sep-13,1362805200,3.08,163,158,4,TRUE,,American,9/3/13,1362805200,
10499,"University Of Maryland, College Park (UMD)",CS,MS,F13,Rejected,Website,3-Aug-13,1362718800,3.88,164,168,5,TRUE,,International,9/3/13,1362805200,"okay, that's how the game goes

(got it from the ASF form)"
10502,Carnegie Mellon University (CMU),HCI,MS,F13,Accepted,E-mail,3-Apr-13,1362373200,3.2,155,160,4,TRUE,,American,9/3/13,1362805200,published full paper as 1st author
10503,Virginia Tech,CS,MS,F13,Accepted,E-mail,3-Aug-13,1362718800,3.2,157,165,3.5,TRUE,,International,9/3/13,1362805200,"Finally, elated after 2 rejects. This was a bit ambitious for my profile"
10507,Rochester Institute Of Technology (RIT),HCI,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.1,145,162,3,TRUE,,International,9/3/13,1362805200,
10516,Massachusetts Institute Of Technology (MIT),CS,PhD,F13,Rejected,Postal Service,3-Jul-13,1362632400,3.85,161,169,4.5,TRUE,,American,8/3/13,1362718800,"MIT Undergraduate, GPA is on a 4.0 scale, also got an e-mail like a week ago."
10520,Brown University,CS,MS,F13,Accepted,Website,3-Aug-13,1362718800,3.64,160,168,4.5,TRUE,,American,8/3/13,1362718800,
10521,Brown University,CS,MS,F13,Accepted,Website,3-Aug-13,1362718800,3.77,154,163,,TRUE,,International,8/3/13,1362718800,"Applied for PhD, got into the masters program!



Idk if should be happy or not.

""the current full-time cost of attendance at Brown, including your

direct billed costs (tuition, mandatory fees, and health insurance) along with personal living expenses (rent, food, books, supplies, transportation) is about $68,000."""
10523,North Caroline State University (NCSU),ECE,PhD,F13,Rejected,E-mail,3-Aug-13,1362718800,4,155,160,5,TRUE,,International,8/3/13,1362718800,
10524,"University Of California, Riverside (UCR)",CS,PhD,F13,Rejected,E-mail,3-Aug-13,1362718800,3.65,145,158,3,TRUE,,International,8/3/13,1362718800,
10525,"Washington University, St. Louis (WUSTL)",CS,PhD,F13,Rejected,Website,28-02-2013,1362027600,3.65,145,158,3,TRUE,,International,8/3/13,1362718800,
10526,Carnegie Mellon University (CMU),HCI,MS,F13,Accepted,E-mail,3-Apr-13,1362373200,3,147,164,4.5,TRUE,,American,8/3/13,1362718800,
10527,"University Of California, Riverside (UCR)",ECE,PhD,F13,Rejected,E-mail,3-Aug-13,1362718800,3.71,138,164,3.5,TRUE,,International,8/3/13,1362718800,"Toefl=90, 7 IEEE papers, 2 Journals"
10528,North Caroline State University (NCSU),ECE,PhD,F13,Rejected,Website,3-Aug-13,1362718800,3.71,138,164,3.5,TRUE,,International,8/3/13,1362718800,"Toefl=90, 7 IEEE papers, 2 Journals"
10529,Yale University,CS,MS,F13,Rejected,E-mail,3-Jul-13,1362632400,3.95,150,170,3,TRUE,,International,8/3/13,1362718800,"Excepted, they have sent all open house invitation mails at Feb."
10531,Carnegie Mellon University (CMU),CS,MS,F13,Accepted,E-mail,3-Aug-13,1362718800,3.65,162,170,4,TRUE,,International,8/3/13,1362718800,
10533,SUNY Buffalo,CS,PhD,F13,Accepted,E-mail,3-May-13,1362459600,3.89,156,156,3.5,TRUE,,American,8/3/13,1362718800,Full Financial Aid (TA)
10539,Arizona State University (ASU),CS,PhD,F13,Accepted,Website,3-Aug-13,1362718800,3.1,152,166,3.5,TRUE,,International,8/3/13,1362718800,no mention on funding
10551,Stanford University,Other,PhD,F13,Rejected,E-mail,27-02-2013,1361941200,3.69,169,157,4,TRUE,,American,7/3/13,1362632400,
10555,Carnegie Mellon University (CMU),HCI,MS,F13,Rejected,E-mail,3-May-13,1362459600,3.3,158,159,4,TRUE,,International with US Degree,7/3/13,1362632400,
10557,"University Of Texas, Austin (UT Austin)",ECE,PhD,F13,Accepted,E-mail,3-Jul-13,1362632400,3.8,159,168,4,TRUE,,International,7/3/13,1362632400,"Notified by email by POI, who had interviewed me. Recommended for 5 yr TA+RA funding."
10563,"University Of California, Irvine (UCI)",ECE,PhD,F13,Accepted,E-mail,3-Jul-13,1362632400,3.92,154,165,3.5,TRUE,,International,7/3/13,1362632400,"Should you decide to accept this offer, please email your acceptance

to eecsgrad@uci.edu within two weeks of receiving this notice.  If we

do not hear from you by then, we will assume that you will be unable

to attend in Fall 2013.

 Why 2 weeks?"
10567,"University Of Maryland, College Park (UMD)",CS,MS,F13,Rejected,Website,3-Jul-13,1362632400,3.7,151,162,4,TRUE,,International with US Degree,7/3/13,1362632400,Status available online. Official letter will be sent to your address
10572,"Indiana University, Bloomington",HCI,MS,F13,Accepted,E-mail,3-May-13,1362459600,3,158,163,4.5,TRUE,,International,7/3/13,1362632400,Partial Funding and TA
10584,SUNY Buffalo,CS,PhD,F13,Accepted,E-mail,3-Jul-13,1362632400,3.56,150,161,3.5,TRUE,,International,7/3/13,1362632400,Any news of funding/assistanyship?
10587,SUNY Buffalo,CS,PhD,F13,Accepted,E-mail,3-Jul-13,1362632400,2.89,145,168,4,TRUE,,International,7/3/13,1362632400,
10589,SUNY Buffalo,CS,PhD,F13,Accepted,E-mail,3-Jun-13,1362546000,3.63,160,149,3,TRUE,,International,6/3/13,1362546000,
10595,Nothwestern University,ECE,PhD,F13,Accepted,Phone,3-May-13,1362459600,3.68,160,170,3.5,TRUE,,International,6/3/13,1362546000,"No publication, but had 1.5 years research experience. Previous research experience matched with the prof. Got Murphy fellowship (2 quarters)+RA-ship, $27,500 per year"
10597,Virginia Commonwealth University (VCU),ECE,PhD,F13,Accepted,E-mail,3-Jun-13,1362546000,3.84,145,165,3.5,TRUE,,International,6/3/13,1362546000,Funding decision will be notified later
10601,University Of Pittsburgh,ECE,MS,F13,Rejected,Website,3-Jun-13,1362546000,3.84,145,165,3.5,TRUE,,International,6/3/13,1362546000,Rejected Via Website
10602,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,3.6,158,163,4,TRUE,,International,6/3/13,1362546000,
10603,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,4,150,170,4,TRUE,,International,6/3/13,1362546000,
10604,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.6,158,163,4,TRUE,,International,6/3/13,1362546000,"3 IEEE publications, delighted :)"
10606,University Of Delaware,CS,PhD,F13,Accepted,Website,3-Jun-13,1362546000,3.89,147,163,3,TRUE,,International,6/3/13,1362546000,Funding decision pending
10607,"University Of Michigan, Ann Arbor (UMich)",ECE,PhD,F13,Accepted,E-mail,27-02-2013,1361941200,3.66,160,166,4.5,TRUE,,International,6/3/13,1362546000,EE program
10609,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,3.5,152,165,2.5,TRUE,,International,6/3/13,1362546000,
10611,"University Of California, Irvine (UCI)",ECE,PhD,F13,Accepted,E-mail,3-Jun-13,1362546000,3.71,136,160,3.5,TRUE,,International,6/3/13,1362546000,"IELTS=7, 3 IEEE paper, about 47,000$ for tuition, ..... and 1900$ per month for stipend, From Amirkabir University of Technology"
10614,Carnegie Mellon University (CMU),HCI,MS,F13,Rejected,E-mail,3-May-13,1362459600,3.4,148,156,4,TRUE,,American,6/3/13,1362546000,Expected. The rejection email suggested 2 new programs.
10616,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,4,169,170,4.5,TRUE,870,American,6/3/13,1362546000,No pubs.
10619,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,3.77,154,163,,TRUE,,International with US Degree,6/3/13,1362546000,
10620,Cornell University,CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,4,160,168,5,TRUE,,International,6/3/13,1362546000,sad. But it's ok. No publications.
10624,Northeastern University,CS,MS,F13,Rejected,Website,21-02-2013,1361422800,3.3,142,168,3,TRUE,,International,6/3/13,1362546000,
10625,McGill Unviversity,CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.72,157,170,5,TRUE,,International,6/3/13,1362546000,said they would send an email informing about the financial support...but haven't received it yet...
10626,University Of Alberta,CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.72,157,170,5,TRUE,,International,6/3/13,1362546000,TA support fully funded
10632,Rice University,ECE,PhD,F13,Accepted,E-mail,3-May-13,1362459600,3.95,159,169,5,TRUE,,International,6/3/13,1362546000,From Egypt. Cairo Institute of Technology.
10635,Carnegie Mellon University (CMU),HCI,MS,F13,Accepted,E-mail,3-May-13,1362459600,3.56,160,170,3.5,TRUE,,International,6/3/13,1362546000,So excited!!
10636,University Of Pennsylvania (UPenn),CS,PhD,F13,Rejected,E-mail,3-Jun-13,1362546000,3.67,155,166,3,TRUE,,International,6/3/13,1362546000,shit..
10645,"University Of California, Santa Barbara (UCSB)",CS,PhD,F13,Rejected,Website,3-Jun-13,1362546000,3.76,165,147,3,TRUE,,International,6/3/13,1362546000,"1 sci,2 ei conference, toefl 89"
10648,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.7,166,167,4,TRUE,,International,6/3/13,1362546000,Undergraduate from IIIT Hyderabd
10650,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.84,160,165,3,TRUE,,International,6/3/13,1362546000,"4 years work ex. Second Admit after Brown. My dream college. Though reject from CMU. But austin is way cheaper, would love to join here."
10651,University Of Delaware,CS,PhD,F13,Accepted,Website,3-Jun-13,1362546000,3.89,147,163,3,TRUE,,International,6/3/13,1362546000,No decision on funding
10652,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.76,148,168,3.5,TRUE,860,International,6/3/13,1362546000,"3/3. Also accepted to Carnegie Mellon U Robotics and U of Washington, Seattle Aeronautics & Astronautics Programs. 

Double BSc degrees (EE and CE) from Shahid Beheshti University (Iran). 3 IEEE publications (2 first-author, 1 second-author) in other areas, 1 second-author textbook, 3 journal papers ready to submit, many unrelated research experiences, many national honors :-) 

Going to CMU Robotics Institute :D"
10653,"University Of California, Davis (UCD)",CS,PhD,F13,Accepted,Website,20-02-2013,1361336400,3.39,152,166,,TRUE,,International,6/3/13,1362546000,
10654,"University Of Texas, Austin (UT Austin)",CS,MS,F13,Accepted,E-mail,3-Jun-13,1362546000,3.76,150,170,3,TRUE,,International,6/3/13,1362546000,"Received official PhD rejection email, but admitted to Masters. 4 IEEE publications."
